sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
PPvsREal Summary,U39,39,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$U:$U)"
PPvsREal Summary,V39,39,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$V:$V)"
PPvsREal Summary,W39,39,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$W:$W)"
PPvsREal Summary,X39,39,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$X:$X)"
PPvsREal Summary,Y39,39,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z39,39,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA39,39,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC39,39,29,=D39+F39+H39+J39+L39+N39+P39,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D39+F39+H39+J39+L39+N39+P39
PPvsREal Summary,AD39,39,30,=E39+G39+I39+K39+M39+O39+Q39,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E39+G39+I39+K39+M39+O39+Q39
PPvsREal Summary,D40,40,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$D:$D)"
PPvsREal Summary,E40,40,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$E:$E)"
PPvsREal Summary,F40,40,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$F:$F)"
PPvsREal Summary,G40,40,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$G:$G)"
PPvsREal Summary,H40,40,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$H:$H)"
PPvsREal Summary,I40,40,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$I:$I)"
PPvsREal Summary,J40,40,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$J:$J)"
PPvsREal Summary,K40,40,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$K:$K)"
PPvsREal Summary,L40,40,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$L:$L)"
PPvsREal Summary,M40,40,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$M:$M)"
PPvsREal Summary,N40,40,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$N:$N)"
PPvsREal Summary,O40,40,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$O:$O)"
PPvsREal Summary,P40,40,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$P:$P)"
PPvsREal Summary,Q40,40,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Q:$Q)"
PPvsREal Summary,R40,40,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$R:$R)"
PPvsREal Summary,S40,40,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$S:$S)"
PPvsREal Summary,T40,40,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$T:$T)"
PPvsREal Summary,U40,40,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$U:$U)"
PPvsREal Summary,V40,40,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$V:$V)"
PPvsREal Summary,W40,40,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$W:$W)"
PPvsREal Summary,X40,40,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$X:$X)"
PPvsREal Summary,Y40,40,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z40,40,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA40,40,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C40,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC40,40,29,=D40+F40+H40+J40+L40+N40+P40,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D40+F40+H40+J40+L40+N40+P40
PPvsREal Summary,AD40,40,30,=E40+G40+I40+K40+M40+O40+Q40,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E40+G40+I40+K40+M40+O40+Q40
PPvsREal Summary,D41,41,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$D:$D)"
PPvsREal Summary,E41,41,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$E:$E)"
PPvsREal Summary,F41,41,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$F:$F)"
PPvsREal Summary,G41,41,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$G:$G)"
PPvsREal Summary,H41,41,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$H:$H)"
PPvsREal Summary,I41,41,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$I:$I)"
PPvsREal Summary,J41,41,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$J:$J)"
PPvsREal Summary,K41,41,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$K:$K)"
PPvsREal Summary,L41,41,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$L:$L)"
PPvsREal Summary,M41,41,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$M:$M)"
PPvsREal Summary,N41,41,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$N:$N)"
PPvsREal Summary,O41,41,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$O:$O)"
PPvsREal Summary,P41,41,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$P:$P)"
PPvsREal Summary,Q41,41,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Q:$Q)"
PPvsREal Summary,R41,41,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$R:$R)"
PPvsREal Summary,S41,41,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$S:$S)"
PPvsREal Summary,T41,41,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$T:$T)"
PPvsREal Summary,U41,41,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$U:$U)"
PPvsREal Summary,V41,41,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$V:$V)"
PPvsREal Summary,W41,41,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$W:$W)"
PPvsREal Summary,X41,41,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$X:$X)"
PPvsREal Summary,Y41,41,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z41,41,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA41,41,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C41,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC41,41,29,=D41+F41+H41+J41+L41+N41+P41,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D41+F41+H41+J41+L41+N41+P41
PPvsREal Summary,AD41,41,30,=E41+G41+I41+K41+M41+O41+Q41,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E41+G41+I41+K41+M41+O41+Q41
PPvsREal Summary,D42,42,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$D:$D)"
PPvsREal Summary,E42,42,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$E:$E)"
PPvsREal Summary,F42,42,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$F:$F)"
PPvsREal Summary,G42,42,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$G:$G)"
PPvsREal Summary,H42,42,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$H:$H)"
PPvsREal Summary,I42,42,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$I:$I)"
PPvsREal Summary,J42,42,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$J:$J)"
PPvsREal Summary,K42,42,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$K:$K)"
PPvsREal Summary,L42,42,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$L:$L)"
PPvsREal Summary,M42,42,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$M:$M)"
PPvsREal Summary,N42,42,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$N:$N)"
PPvsREal Summary,O42,42,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$O:$O)"
PPvsREal Summary,P42,42,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$P:$P)"
PPvsREal Summary,Q42,42,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Q:$Q)"
PPvsREal Summary,R42,42,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$R:$R)"
PPvsREal Summary,S42,42,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$S:$S)"
PPvsREal Summary,T42,42,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$T:$T)"
PPvsREal Summary,U42,42,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$U:$U)"
PPvsREal Summary,V42,42,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$V:$V)"
PPvsREal Summary,W42,42,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$W:$W)"
PPvsREal Summary,X42,42,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$X:$X)"
PPvsREal Summary,Y42,42,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z42,42,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA42,42,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C42,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC42,42,29,=D42+F42+H42+J42+L42+N42+P42,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D42+F42+H42+J42+L42+N42+P42
PPvsREal Summary,AD42,42,30,=E42+G42+I42+K42+M42+O42+Q42,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E42+G42+I42+K42+M42+O42+Q42
PPvsREal Summary,D43,43,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$D:$D)"
PPvsREal Summary,E43,43,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$E:$E)"
PPvsREal Summary,F43,43,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C43,PPvsREal!$F:$F)"
